Product Name,product_id,price_current,price_compare_at,category,sub_category,short_description,inventory_count,usp_badges,narrative_block_1_text,narrative_block_2_text,material_details,dimensions_specs,related_product_ids,rating_average,review_count,faq_data
"Electric Spin Scrubber, Digital Electric Scrubber with Voice Broadcasting Function and 9 Interchangeable Heads 3 Adjustable Speeds Bathroom Scrubber Electric for Kitchen Bathroom Tile Floor Windows",NS-CW-058,200,238.56,Cookware,Bakeware,"A precision-engineered electric spin scrubber, digital electric scrubber with voice broadcasting function and 9 interchangeable heads 3 adjustable speeds bathroom scrubber electric for kitchen bathroom tile floor windows designed for restorative and effortless culinary experiences.",93,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-062', 'NS-CW-050', 'NS-CW-060']",4.9,62,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Kitsure Large Dish Drying Rack - Extendable Dish Rack, Multifunctional Dish Rack for Kitchen Counter, Anti-Rust Drying Dish Rack with Cutlery & Cup Holders 27"" L x 12.9"" W, Black",NS-DE-059,153,171.01,Dining & Entertaining,Dinnerware,"A precision-engineered kitsure large dish drying rack - extendable dish rack, multifunctional dish rack for kitchen counter, anti-rust drying dish rack with cutlery & cup holders 27"" l x 12.9"" w, black designed for restorative and effortless culinary experiences.",54,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-003', 'NS-DE-020', 'NS-DE-088']",4.4,123,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
3Pcs Crevice Cleaning Brush Hard Bristle Crevice Cleaning Brush New Multifunctional Corners Cleaning Brush Tool Thin Gap Brush Grout Cleaner Brush Bathroom Kitchens,NS-HM-060,330,419.76,Home Furnishings,Decor & Accents,A deeply comforting 3pcs crevice cleaning brush hard bristle crevice cleaning brush new multifunctional corners cleaning brush tool thin gap brush grout cleaner brush bathroom kitchens designed to ground your space and promote a parasympathetic response.,118,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-010', 'NS-HM-063', 'NS-HM-049']",4.4,915,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Syntus 2 Pack Adjustable Bib Apron Waterdrop Resistant with 2 Pockets Cooking Kitchen Aprons for Women Men Chef, Black",NS-HM-061,323,396.73,Home Furnishings,Decor & Accents,"A deeply comforting syntus 2 pack adjustable bib apron waterdrop resistant with 2 pockets cooking kitchen aprons for women men chef, black designed to ground your space and promote a parasympathetic response.",100,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-073', 'NS-HM-077', 'NS-HM-048']",4.7,80,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Gravity Electric Salt and Pepper Grinder Set, Automatic Pepper Grinder Shakers Mill, Upgraded Batteries Powered Adjustable Coarseness with LED, One Hand Operation Perfect for Kitchen",NS-HM-062,110,138.51,Home Furnishings,Decor & Accents,"A deeply comforting gravity electric salt and pepper grinder set, automatic pepper grinder shakers mill, upgraded batteries powered adjustable coarseness with led, one hand operation perfect for kitchen designed to ground your space and promote a parasympathetic response.",10,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-027', 'NS-HM-019', 'NS-HM-024']",5,478,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"GANIZA Food Processors, Electric Chopper with Meat Grinder & Veggie Chopper - 2 Bowls (8 Cup+8 Cup) with Powerful 450W Copper Motor - Includes 2 Sets of Bi-Level Blades for Baby Food",NS-DE-063,329,365.4,Dining & Entertaining,Dinnerware,"A precision-engineered ganiza food processors, electric chopper with meat grinder & veggie chopper - 2 bowls (8 cup+8 cup) with powerful 450w copper motor - includes 2 sets of bi-level blades for baby food designed for restorative and effortless culinary experiences.",87,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-DE-031', 'NS-DE-015', 'NS-DE-087']",4.9,857,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Electric Spin Scrubber, 2024 New Full-Body IPX7 Waterproof Bathroom Scrubbe with Power LCD Display, Adjustable Extension Handle, Cordless Electric Cleaning Brush for Bathroom, Kitchen Cleaning",NS-HM-064,185,211.64,Home Furnishings,Decor & Accents,"A deeply comforting electric spin scrubber, 2024 new full-body ipx7 waterproof bathroom scrubbe with power lcd display, adjustable extension handle, cordless electric cleaning brush for bathroom, kitchen cleaning designed to ground your space and promote a parasympathetic response.",35,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-056', 'NS-HM-033', 'NS-HM-087']",4.8,130,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Vegetable Chopper, Onion Chopper, Mandolin Slicer,Pro 10 in 1professional food Choppermultifunctional Vegetable Chopper and Slicer, Dicing Machine, AdjustableVegetable Cutter With Container(grey)",NS-HM-065,225,284.41,Home Furnishings,Decor & Accents,"A deeply comforting vegetable chopper, onion chopper, mandolin slicer,pro 10 in 1professional food choppermultifunctional vegetable chopper and slicer, dicing machine, adjustablevegetable cutter with container(grey) designed to ground your space and promote a parasympathetic response.",20,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-028', 'NS-HM-058', 'NS-HM-089']",4.8,263,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Delamu 2 Sets of 2-Tier Multi-Purpose Bathroom Under Sink Organizers and Storage, Stackable Kitchen Pantry Organization, Pull Out Medicine Cabinet Organizer with 8 Movable Dividers",NS-CW-066,56,69.65,Cookware,Pots & Pans,"A precision-engineered delamu 2 sets of 2-tier multi-purpose bathroom under sink organizers and storage, stackable kitchen pantry organization, pull out medicine cabinet organizer with 8 movable dividers designed for restorative and effortless culinary experiences.",49,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-046', 'NS-CW-054', 'NS-CW-029']",4.6,566,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Vegetable Chopper, Pro Onion Chopper, Multifunctional 13 in 1 Food Chopper, Kitchen Vegetable Slicer Dicer Cutter,Veggie Chopper With 8 Blades,Carrot and Garlic Chopper With Container",NS-HM-067,41,45.45,Home Furnishings,Decor & Accents,"A deeply comforting vegetable chopper, pro onion chopper, multifunctional 13 in 1 food chopper, kitchen vegetable slicer dicer cutter,veggie chopper with 8 blades,carrot and garlic chopper with container designed to ground your space and promote a parasympathetic response.",8,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-046', 'NS-HM-001', 'NS-HM-031']",4.6,193,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"Vegetable Chopper, Pro Onion Chopper, 14 in 1Multifunctional Food Chopper, Kitchen Vegetable Slicer Dicer Cutter,Veggie Chopper With 8 Blades,Carrot Chopper With Container (Grey)",NS-HM-068,331,375.44,Home Furnishings,Decor & Accents,"A deeply comforting vegetable chopper, pro onion chopper, 14 in 1multifunctional food chopper, kitchen vegetable slicer dicer cutter,veggie chopper with 8 blades,carrot chopper with container (grey) designed to ground your space and promote a parasympathetic response.",85,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-085', 'NS-HM-059', 'NS-HM-032']",4.6,694,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
"G-TING Pot Rack Organizers, 8 Tiers Pots and Pans Organizer for Kitchen Organization & Storage, Adjustable Pot Lid Holders & Pan Rack for Kitchen, Lid Organizer for Pots and Pans With 3 DIY Methods",NS-CW-069,256,287.52,Cookware,Pots & Pans,"A precision-engineered g-ting pot rack organizers, 8 tiers pots and pans organizer for kitchen organization & storage, adjustable pot lid holders & pan rack for kitchen, lid organizer for pots and pans with 3 diy methods designed for restorative and effortless culinary experiences.",28,"['Non-Toxic', 'Precision Engineered', 'Built to Last']","Masterful Craftsmanship: Built with uncompromising attention to detail, ensuring long-lasting performance and a timeless Japandi aesthetic.","Restorative Routine: Elevates your daily preparation into a calming ritual, fostering peace and intentionality.","['Premium Materials', 'Ethically Sourced']","['Standard Dimensions', 'Optimized Weight']","['NS-CW-003', 'NS-CW-009', 'NS-CW-005']",4.8,221,"[{'q': 'Is this easy to clean?', 'a': 'Yes, designed for effortless maintenance.'}, {'q': 'Does it come with a warranty?', 'a': 'Yes, a lifetime warranty covers manufacturing defects.'}]"
"Electric Spin Scrubber, 2023 New Cordless Shower Scrubber with 8 Replaceable Brush Heads and Adjustable Extension Handle, Power Cleaning Brush for Bathroom, Kitchen, Car, Tile, Wall, Floor",NS-HM-070,84,97.79,Home Furnishings,Decor & Accents,"A deeply comforting electric spin scrubber, 2023 new cordless shower scrubber with 8 replaceable brush heads and adjustable extension handle, power cleaning brush for bathroom, kitchen, car, tile, wall, floor designed to ground your space and promote a parasympathetic response.",28,"['Organic Materials', 'Hypoallergenic', 'Heirloom Quality']","The Material Story: Crafted from the finest sustainable fibers, offering a perfectly balanced tactile experience that feels like a gentle embrace.","Designed for Restoration: The textural depth and organic structure provide sensory comfort, softening beautifully with every use.","['100% Natural Fibers', 'Non-toxic Dyes']","['Standard Dimensions', 'Optimized Weight']","['NS-HM-015', 'NS-HM-087', 'NS-HM-048']",4.4,101,"[{'q': 'How should I care for this?', 'a': 'Follow standard care instructions to maintain its integrity.'}, {'q': 'Is the material sustainably sourced?', 'a': 'Absolutely, we only use ethically harvested materials.'}]"
